fips,State,Area_Name,CENSUS_2010_POP,POP_ESTIMATE_2019,
53017,WA,Douglas County,"38,431","43,429",
53019,WA,Ferry County,"7,551","7,627",
53021,WA,Franklin County,"78,163","95,222",
53023,WA,Garfield County,"2,266","2,225",
53025,WA,Grant County,"89,120","97,733",
53027,WA,Grays Harbor County,"72,797","75,061",
53029,WA,Island County,"78,506","85,141",
53031,WA,Jefferson County,"29,872","32,221",
53033,WA,King County,"1,931,249","2,252,782",
53035,WA,Kitsap County,"251,133","271,473",
53037,WA,Kittitas County,"40,915","47,935",
53039,WA,Klickitat County,"20,318","22,425",
53041,WA,Lewis County,"75,455","80,707",
53043,WA,Lincoln County,"10,570","10,939",
53045,WA,Mason County,"60,699","66,768",
53047,WA,Okanogan County,"41,120","42,243",
53049,WA,Pacific County,"20,920","22,471",
53051,WA,Pend Oreille County,"13,001","13,724",
53053,WA,Pierce County,"795,225","904,980",
53055,WA,San Juan County,"15,769","17,582",
53057,WA,Skagit County,"116,901","129,205",
53059,WA,Skamania County,"11,066","12,083",
53061,WA,Snohomish County,"713,335","822,083",
53063,WA,Spokane County,"471,221","522,798",
53065,WA,Stevens County,"43,531","45,723",
53067,WA,Thurston County,"252,264","290,536",
53069,WA,Wahkiakum County,"3,978","4,488",
53071,WA,Walla Walla County,"58,781","60,760",
53073,WA,Whatcom County,"201,140","229,247",
53075,WA,Whitman County,"44,776","50,104",
53077,WA,Yakima County,"243,231","250,873",
54000,WV,West Virginia,"1,852,994","1,792,147",
54001,WV,Barbour County,"16,589","16,441",
54003,WV,Berkeley County,"104,169","119,171",
54005,WV,Boone County,"24,629","21,457",
54007,WV,Braxton County,"14,523","13,957",
54009,WV,Brooke County,"24,069","21,939",
54011,WV,Cabell County,"96,319","91,945",
54013,WV,Calhoun County,"7,627","7,109",
54015,WV,Clay County,"9,386","8,508",
54017,WV,Doddridge County,"8,202","8,448",
54019,WV,Fayette County,"46,039","42,406",
54021,WV,Gilmer County,"8,693","7,823",
54023,WV,Grant County,"11,937","11,568",
54025,WV,Greenbrier County,"35,480","34,662",
54027,WV,Hampshire County,"23,964","23,175",
54029,WV,Hancock County,"30,676","28,810",
54031,WV,Hardy County,"14,025","13,776",
54033,WV,Harrison County,"69,099","67,256",
54035,WV,Jackson County,"29,211","28,576",
54037,WV,Jefferson County,"53,498","57,146",
54039,WV,Kanawha County,"193,063","178,124",
54041,WV,Lewis County,"16,372","15,907",
54043,WV,Lincoln County,"21,720","20,409",
54045,WV,Logan County,"36,743","32,019",
54047,WV,McDowell County,"22,113","17,624",
54049,WV,Marion County,"56,418","56,072",
54051,WV,Marshall County,"33,107","30,531",
54053,WV,Mason County,"27,324","26,516",
54055,WV,Mercer County,"62,264","58,758",
54057,WV,Mineral County,"28,212","26,868",
54059,WV,Mingo County,"26,839","23,424",
54061,WV,Monongalia County,"96,189","105,612",
54063,WV,Monroe County,"13,502","13,275",
54065,WV,Morgan County,"17,541","17,884",
54067,WV,Nicholas County,"26,233","24,496",
54069,WV,Ohio County,"44,443","41,411",
54071,WV,Pendleton County,"7,695","6,969",
54073,WV,Pleasants County,"7,605","7,460",
54075,WV,Pocahontas County,"8,719","8,247",
54077,WV,Preston County,"33,520","33,432",
54079,WV,Putnam County,"55,486","56,450",
54081,WV,Raleigh County,"78,859","73,361",
54083,WV,Randolph County,"29,405","28,695",
54085,WV,Ritchie County,"10,449","9,554",
54087,WV,Roane County,"14,926","13,688",
54089,WV,Summers County,"13,927","12,573",
54091,WV,Taylor County,"16,895","16,695",
54093,WV,Tucker County,"7,141","6,839",
54095,WV,Tyler County,"9,208","8,591",
54097,WV,Upshur County,"24,254","24,176",
54099,WV,Wayne County,"42,481","39,402",
54101,WV,Webster County,"9,154","8,114",
54103,WV,Wetzel County,"16,583","15,065",
54105,WV,Wirt County,"5,717","5,821",
54107,WV,Wood County,"86,956","83,518",
54109,WV,Wyoming County,"23,796","20,394",
55000,WI,Wisconsin,"5,686,986","5,822,434",
55001,WI,Adams County,"20,875","20,220",
55003,WI,Ashland County,"16,157","15,562",
55005,WI,Barron County,"45,870","45,244",
55007,WI,Bayfield County,"15,014","15,036",
55009,WI,Brown County,"248,007","264,542",
55011,WI,Buffalo County,"13,587","13,031",
55013,WI,Burnett County,"15,457","15,414",
55015,WI,Calumet County,"48,971","50,089",
55017,WI,Chippewa County,"62,415","64,658",
55019,WI,Clark County,"34,690","34,774",
55021,WI,Columbia County,"56,833","57,532",
55023,WI,Crawford County,"16,644","16,131",
55025,WI,Dane County,"488,073","546,695",
55027,WI,Dodge County,"88,759","87,839",
55029,WI,Door County,"27,785","27,668",
55031,WI,Douglas County,"44,159","43,150",
55033,WI,Dunn County,"43,857","45,368",
55035,WI,Eau Claire County,"98,736","104,646",
55037,WI,Florence County,"4,423","4,295",
55039,WI,Fond du Lac County,"101,633","103,403",
55041,WI,Forest County,"9,304","9,004",
55043,WI,Grant County,"51,208","51,439",
55045,WI,Green County,"36,842","36,960",
55047,WI,Green Lake County,"19,051","18,913",
55049,WI,Iowa County,"23,687","23,678",
55051,WI,Iron County,"5,916","5,687",
55053,WI,Jackson County,"20,449","20,643",
55055,WI,Jefferson County,"83,686","84,769",
55057,WI,Juneau County,"26,664","26,687",
55059,WI,Kenosha County,"166,426","169,561",
55061,WI,Kewaunee County,"20,574","20,434",
55063,WI,La Crosse County,"114,638","118,016",
55065,WI,Lafayette County,"16,836","16,665",
55067,WI,Langlade County,"19,977","19,189",
55069,WI,Lincoln County,"28,743","27,593",
55071,WI,Manitowoc County,"81,442","78,981",
55073,WI,Marathon County,"134,063","135,692",
55075,WI,Marinette County,"41,749","40,350",
55077,WI,Marquette County,"15,404","15,574",
55078,WI,Menominee County,"4,232","4,556",
55079,WI,Milwaukee County,"947,735","945,726",
55081,WI,Monroe County,"44,673","46,253",
55083,WI,Oconto County,"37,660","37,930",
55085,WI,Oneida County,"35,998","35,595",
55087,WI,Outagamie County,"176,695","187,885",
55089,WI,Ozaukee County,"86,395","89,221",
55091,WI,Pepin County,"7,469","7,287",
55093,WI,Pierce County,"41,019","42,754",
55095,WI,Polk County,"44,205","43,783",
55097,WI,Portage County,"70,019","70,772",
55099,WI,Price County,"14,159","13,351",
55101,WI,Racine County,"195,408","196,311",
55103,WI,Richland County,"18,021","17,252",
55105,WI,Rock County,"160,331","163,354",
55107,WI,Rusk County,"14,755","14,178",
55109,WI,St. Croix County,"84,345","90,687",
55111,WI,Sauk County,"61,976","64,442",
55113,WI,Sawyer County,"16,557","16,558",
55115,WI,Shawano County,"41,949","40,899",
55117,WI,Sheboygan County,"115,507","115,340",
55119,WI,Taylor County,"20,689","20,343",
55121,WI,Trempealeau County,"28,816","29,649",
55123,WI,Vernon County,"29,773","30,822",
55125,WI,Vilas County,"21,430","22,195",
55127,WI,Walworth County,"102,228","103,868",
55129,WI,Washburn County,"15,911","15,720",
55131,WI,Washington County,"131,887","136,034",
55133,WI,Waukesha County,"389,891","404,198",
55135,WI,Waupaca County,"52,410","50,990",
55137,WI,Waushara County,"24,496","24,443",
55139,WI,Winnebago County,"166,994","171,907",
55141,WI,Wood County,"74,749","72,999",
56000,WY,Wyoming,"563,626","578,759",
56001,WY,Albany County,"36,299","38,880",
56003,WY,Big Horn County,"11,668","11,790",
56005,WY,Campbell County,"46,133","46,341",
56007,WY,Carbon County,"15,885","14,800",
56009,WY,Converse County,"13,833","13,822",
56011,WY,Crook County,"7,083","7,584",
56013,WY,Fremont County,"40,123","39,261",
56015,WY,Goshen County,"13,249","13,211",
56017,WY,Hot Springs County,"4,812","4,413",
56019,WY,Johnson County,"8,569","8,445",
56021,WY,Laramie County,"91,738","99,500",
56023,WY,Lincoln County,"18,106","19,830",
56025,WY,Natrona County,"75,450","79,858",
56027,WY,Niobrara County,"2,484","2,356",
56029,WY,Park County,"28,205","29,194",
56031,WY,Platte County,"8,667","8,393",
56033,WY,Sheridan County,"29,116","30,485",
56035,WY,Sublette County,"10,247","9,831",
56037,WY,Sweetwater County,"43,806","42,343",
56039,WY,Teton County,"21,294","23,464",
56041,WY,Uinta County,"21,118","20,226",
56043,WY,Washakie County,"8,533","7,805",
56045,WY,Weston County,"7,208","6,927",
72000,PR,Puerto Rico,"3,725,789","3,193,694",
72001,PR,"Adjuntas Municipio, Puerto Rico","19,483","17,363",
72003,PR,"Aguada Municipio, Puerto Rico","41,959","36,694",
72005,PR,"Aguadilla Municipio, Puerto Rico","60,949","50,265",
72007,PR,"Aguas Buenas Municipio, Puerto Rico","28,659","24,814",
72009,PR,"Aibonito Municipio, Puerto Rico","25,900","22,108",
72011,PR,"Añasco Municipio, Puerto Rico","29,261","26,161",
72013,PR,"Arecibo Municipio, Puerto Rico","96,440","81,966",
72015,PR,"Arroyo Municipio, Puerto Rico","19,575","17,238",
72017,PR,"Barceloneta Municipio, Puerto Rico","24,816","23,727",
72019,PR,"Barranquitas Municipio, Puerto Rico","30,318","27,725",
72021,PR,"Bayamón Municipio, Puerto Rico","208,116","169,269",
72023,PR,"Cabo Rojo Municipio, Puerto Rico","50,917","47,515",
72025,PR,"Caguas Municipio, Puerto Rico","142,893","124,606",
72027,PR,"Camuy Municipio, Puerto Rico","35,159","30,504",
72029,PR,"Canóvanas Municipio, Puerto Rico","47,648","44,674",
72031,PR,"Carolina Municipio, Puerto Rico","176,762","146,984",
72033,PR,"Cataño Municipio, Puerto Rico","28,140","23,121",
72035,PR,"Cayey Municipio, Puerto Rico","48,119","42,409",
72037,PR,"Ceiba Municipio, Puerto Rico","13,631","10,904",
72039,PR,"Ciales Municipio, Puerto Rico","18,782","15,808",
72041,PR,"Cidra Municipio, Puerto Rico","43,480","38,307",
72043,PR,"Coamo Municipio, Puerto Rico","40,512","38,336",
72045,PR,"Comerío Municipio, Puerto Rico","20,778","18,648",
72047,PR,"Corozal Municipio, Puerto Rico","37,142","32,293",
72049,PR,"Culebra Municipio, Puerto Rico","1,818","1,714",
72051,PR,"Dorado Municipio, Puerto Rico","38,165","36,141",
72053,PR,"Fajardo Municipio, Puerto Rico","36,993","29,454",
72054,PR,"Florida Municipio, Puerto Rico","12,680","11,317",
72055,PR,"Guánica Municipio, Puerto Rico","19,427","15,383",
72057,PR,"Guayama Municipio, Puerto Rico","45,362","39,465",
72059,PR,"Guayanilla Municipio, Puerto Rico","21,581","17,623",
72061,PR,"Guaynabo Municipio, Puerto Rico","97,924","83,728",
72063,PR,"Gurabo Municipio, Puerto Rico","45,369","47,093",
72065,PR,"Hatillo Municipio, Puerto Rico","41,953","39,218",
72067,PR,"Hormigueros Municipio, Puerto Rico","17,250","15,518",
72069,PR,"Humacao Municipio, Puerto Rico","58,466","50,653",
72071,PR,"Isabela Municipio, Puerto Rico","45,631","40,423",
72073,PR,"Jayuya Municipio, Puerto Rico","16,642","13,891",
72075,PR,"Juana Díaz Municipio, Puerto Rico","50,747","44,679",
72077,PR,"Juncos Municipio, Puerto Rico","40,290","38,155",
72079,PR,"Lajas Municipio, Puerto Rico","25,753","22,010",
72081,PR,"Lares Municipio, Puerto Rico","30,753","24,276",
72083,PR,"Las Marías Municipio, Puerto Rico","9,881","7,927",
72085,PR,"Las Piedras Municipio, Puerto Rico","38,675","37,007",
72087,PR,"Loíza Municipio, Puerto Rico","30,060","24,553",
72089,PR,"Luquillo Municipio, Puerto Rico","20,068","17,665",
72091,PR,"Manatí Municipio, Puerto Rico","44,113","37,287",
72093,PR,"Maricao Municipio, Puerto Rico","6,276","5,430",
72095,PR,"Maunabo Municipio, Puerto Rico","12,225","10,321",
72097,PR,"Mayagüez Municipio, Puerto Rico","89,080","71,530",
72099,PR,"Moca Municipio, Puerto Rico","40,109","34,891",
72101,PR,"Morovis Municipio, Puerto Rico","32,610","30,335",
72103,PR,"Naguabo Municipio, Puerto Rico","26,720","25,761",
72105,PR,"Naranjito Municipio, Puerto Rico","30,402","27,349",
72107,PR,"Orocovis Municipio, Puerto Rico","23,423","20,220",
72109,PR,"Patillas Municipio, Puerto Rico","19,277","16,211",
72111,PR,"Peñuelas Municipio, Puerto Rico","24,282","19,249",
72113,PR,"Ponce Municipio, Puerto Rico","166,327","131,881",
72115,PR,"Quebradillas Municipio, Puerto Rico","25,919","22,918",
72117,PR,"Rincón Municipio, Puerto Rico","15,200","13,656",
72119,PR,"Río Grande Municipio, Puerto Rico","54,304","48,025",
72121,PR,"Sabana Grande Municipio, Puerto Rico","25,265","21,712",
72123,PR,"Salinas Municipio, Puerto Rico","31,078","27,128",
72125,PR,"San Germán Municipio, Puerto Rico","35,527","30,227",
72127,PR,"San Juan Municipio, Puerto Rico","395,326","318,441",
72129,PR,"San Lorenzo Municipio, Puerto Rico","41,058","35,989",
72131,PR,"San Sebastián Municipio, Puerto Rico","42,430","35,528",
72133,PR,"Santa Isabel Municipio, Puerto Rico","23,274","21,209",
72135,PR,"Toa Alta Municipio, Puerto Rico","74,066","72,025",
72137,PR,"Toa Baja Municipio, Puerto Rico","89,609","74,271",
72139,PR,"Trujillo Alto Municipio, Puerto Rico","74,842","63,674",
72141,PR,"Utuado Municipio, Puerto Rico","33,149","27,395",
72143,PR,"Vega Alta Municipio, Puerto Rico","39,951","36,061",
72145,PR,"Vega Baja Municipio, Puerto Rico","59,662","50,023",
72147,PR,"Vieques Municipio, Puerto Rico","9,301","8,386",
72149,PR,"Villalba Municipio, Puerto Rico","26,073","21,372",
72151,PR,"Yabucoa Municipio, Puerto Rico","37,941","32,282",
72153,PR,"Yauco Municipio, Puerto Rico","42,043","33,575",
